event,person,time,value.amount,value.offer id,value.offer_id,value.reward
offer completed,00ae03011f9f49b8a4b3e6d416678b0b,618,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00ae03011f9f49b8a4b3e6d416678b0b,618,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00b18b535d6d4f779dea4dc9ac451478,156,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00b18b535d6d4f779dea4dc9ac451478,228,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00b18b535d6d4f779dea4dc9ac451478,702,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00b3400e4ff64ee68ce9ada1d0c222f0,264,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00b3400e4ff64ee68ce9ada1d0c222f0,420,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00b3400e4ff64ee68ce9ada1d0c222f0,606,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00b3c376db2a4115af3aef34a02f61d6,252,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00b3c376db2a4115af3aef34a02f61d6,480,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00b3c376db2a4115af3aef34a02f61d6,582,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,00bbce6533f44ddeaf4dd32bcab55441,468,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00bbce6533f44ddeaf4dd32bcab55441,576,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,00bbce6533f44ddeaf4dd32bcab55441,600,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00bc42a62f884b41a13cc595856cf7c3,18,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00bc42a62f884b41a13cc595856cf7c3,390,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00bc42a62f884b41a13cc595856cf7c3,486,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00bc42a62f884b41a13cc595856cf7c3,540,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00bc42a62f884b41a13cc595856cf7c3,618,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00bc983061d3471e8c8e74d31b7c8b6f,282,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00c20a9202d5475190b31a24de6fb06d,54,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,00c20a9202d5475190b31a24de6fb06d,348,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00c20a9202d5475190b31a24de6fb06d,576,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,00c20a9202d5475190b31a24de6fb06d,594,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00c2f812f4604c8893152a5c6572030e,414,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00c2f812f4604c8893152a5c6572030e,582,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00c2f812f4604c8893152a5c6572030e,582,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,00c6035df45840038a72766c6d27a0db,48,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00c6035df45840038a72766c6d27a0db,180,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00c6035df45840038a72766c6d27a0db,594,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00c91f31f5f74e769fa7a359b63e1a9f,342,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00c91f31f5f74e769fa7a359b63e1a9f,408,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00c91f31f5f74e769fa7a359b63e1a9f,666,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00cf1bbec83f4a658f8994e556db4633,564,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00cf1bbec83f4a658f8994e556db4633,564,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00cf471ed1aa42a8bdde5561d67da2b1,438,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,00d6dc87be4146ceb47fcd4baaaf6477,36,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,00d6dc87be4146ceb47fcd4baaaf6477,246,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00d6dc87be4146ceb47fcd4baaaf6477,354,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,00d6dc87be4146ceb47fcd4baaaf6477,504,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00d6dc87be4146ceb47fcd4baaaf6477,642,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,00d791e20c564add8056498e40eb56cc,102,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00d791e20c564add8056498e40eb56cc,414,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,00d791e20c564add8056498e40eb56cc,582,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,00d791e20c564add8056498e40eb56cc,582,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,00d7c95f793a4212af44e632fdc1e431,84,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,00d7c95f793a4212af44e632fdc1e431,504,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00d7c95f793a4212af44e632fdc1e431,504,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,00d7c95f793a4212af44e632fdc1e431,666,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00d91c5919514448bc4f718e4e3f26ab,708,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00e20b4ca129458aaab0f4727ef3513a,426,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00e20b4ca129458aaab0f4727ef3513a,618,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00e52682848542c3a6f59b7824e9a5c5,624,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00e8d701c583461e81cc10053681a12b,324,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00e9f403afa641889cd034ee7c7ca6e9,432,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00e9f403afa641889cd034ee7c7ca6e9,540,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00e9f403afa641889cd034ee7c7ca6e9,576,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,00ed7e22b32749cfafbfd88592d401d4,198,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,00ed7e22b32749cfafbfd88592d401d4,522,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,00ed7e22b32749cfafbfd88592d401d4,522,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,00fac72fd6ad448e8019b175267023df,6,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00fac72fd6ad448e8019b175267023df,174,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00fac72fd6ad448e8019b175267023df,546,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00fac72fd6ad448e8019b175267023df,642,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,00fbb9b5edb94f02afbaf1eb49bb4d7d,336,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,00fdd4416dec40b49180814c0a7c8d76,600,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,0103de989e084e0fab400e80678d7591,384,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,0103de989e084e0fab400e80678d7591,384,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,0103de989e084e0fab400e80678d7591,414,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,0103de989e084e0fab400e80678d7591,588,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,0103de989e084e0fab400e80678d7591,588,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,0106d19a26af41288035afc4b9b6c2c2,672,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01162252405b4524a8fa1bf8e6d5f04b,12,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01162252405b4524a8fa1bf8e6d5f04b,378,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01162252405b4524a8fa1bf8e6d5f04b,456,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01162252405b4524a8fa1bf8e6d5f04b,594,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01176ee7289b48e39ee6261d5c071a07,390,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,0121fe001b7a404fa9cbe486f8944baf,366,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,0121fe001b7a404fa9cbe486f8944baf,444,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,0121fe001b7a404fa9cbe486f8944baf,516,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,0123564dbaf144a88a418c33b6350c17,36,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,0123564dbaf144a88a418c33b6350c17,168,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,013094309e1b49e095c098df412d125d,108,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,013094309e1b49e095c098df412d125d,330,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,013094309e1b49e095c098df412d125d,384,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01380da907f8495496679c795867790b,216,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,01380da907f8495496679c795867790b,396,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,013f2c82889f4641a9b847a48861cce0,222,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,013f2c82889f4641a9b847a48861cce0,336,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,013f2c82889f4641a9b847a48861cce0,528,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01443a2afce54939a323c978f467c540,210,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01443a2afce54939a323c978f467c540,342,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01443a2afce54939a323c978f467c540,438,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01443a2afce54939a323c978f467c540,510,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01443a2afce54939a323c978f467c540,606,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,014899c751254a62a96ce676eb11ddc2,204,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,014899c751254a62a96ce676eb11ddc2,348,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,014899c751254a62a96ce676eb11ddc2,618,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,0157e63b39c5456393026c6c03f3d84a,234,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,0157e63b39c5456393026c6c03f3d84a,432,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,0157e63b39c5456393026c6c03f3d84a,504,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,015c3d28c67e46aa95e9ec97c27220e8,12,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,015c3d28c67e46aa95e9ec97c27220e8,186,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,015c3d28c67e46aa95e9ec97c27220e8,408,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,015c3d28c67e46aa95e9ec97c27220e8,618,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,015c3d28c67e46aa95e9ec97c27220e8,618,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,015ef929e016415098eeae8ce59da721,708,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,016086228d58476599d0b47881c25509,342,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,016086228d58476599d0b47881c25509,648,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,01633b71b3a2457aa7d35d8bcc3afb5a,336,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,01633b71b3a2457aa7d35d8bcc3afb5a,414,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,01633b71b3a2457aa7d35d8bcc3afb5a,600,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01633b71b3a2457aa7d35d8bcc3afb5a,600,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,016871ea865d4338975026ae08d221d0,108,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,016edb1d1d67477391c5337545a5d98a,318,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,016edb1d1d67477391c5337545a5d98a,432,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,016edb1d1d67477391c5337545a5d98a,678,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,017160c1cdb845d48abec3c330b4427e,432,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,017160c1cdb845d48abec3c330b4427e,570,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,017160c1cdb845d48abec3c330b4427e,612,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01772eae932447f9a853461a60820dc6,420,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01784d3e205548a594ba3fcdbdaaf17d,516,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,01784d3e205548a594ba3fcdbdaaf17d,516,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,01784d3e205548a594ba3fcdbdaaf17d,636,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,017a93d1204f457bbe85f5e7de062b56,468,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,017a93d1204f457bbe85f5e7de062b56,594,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,017febbe52e64ac19cf28cf0d44386e4,60,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,017febbe52e64ac19cf28cf0d44386e4,204,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,017febbe52e64ac19cf28cf0d44386e4,510,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01873cc8de734961949af7c04b2e9872,396,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01887dcd32b64feb807e2436548b6c87,570,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01887dcd32b64feb807e2436548b6c87,570,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,018a49ffb8cf4812903e7c1f56fbb0b0,66,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,018a49ffb8cf4812903e7c1f56fbb0b0,420,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,018a49ffb8cf4812903e7c1f56fbb0b0,558,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,018a49ffb8cf4812903e7c1f56fbb0b0,594,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,018b8f83176d471db63d9733c741fc8a,228,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,018b8f83176d471db63d9733c741fc8a,552,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01925607d99c460996c281f17cdbb9e2,336,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01925607d99c460996c281f17cdbb9e2,510,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,01956670cf414b309675aa73368b94a9,72,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,01956670cf414b309675aa73368b94a9,282,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01956670cf414b309675aa73368b94a9,420,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,01956670cf414b309675aa73368b94a9,504,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,0196d2062b8d4d019b8d96292266e8a4,240,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,0199681637524988a14245632b8376af,24,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,0199681637524988a14245632b8376af,384,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,0199681637524988a14245632b8376af,444,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,0199681637524988a14245632b8376af,516,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,019be0c6f8fd4000b1967c7308b4bdf4,18,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,019be0c6f8fd4000b1967c7308b4bdf4,426,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,019be0c6f8fd4000b1967c7308b4bdf4,546,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,019ed95d987446e3947da0246cdab831,78,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,019ed95d987446e3947da0246cdab831,348,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01a202a9021e40aeaa5451a5d134c16c,126,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01a202a9021e40aeaa5451a5d134c16c,618,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01a5e8b57bc04e0292525f3e2817fa17,90,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01ab25c31f034f85bc4ac9d286fb7a76,300,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01ab25c31f034f85bc4ac9d286fb7a76,426,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01ab25c31f034f85bc4ac9d286fb7a76,546,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,01ab25c31f034f85bc4ac9d286fb7a76,606,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01ac633821f0498893320b41b5b22dfc,12,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,01ac633821f0498893320b41b5b22dfc,204,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01ac633821f0498893320b41b5b22dfc,528,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01ac633821f0498893320b41b5b22dfc,528,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01ac633821f0498893320b41b5b22dfc,594,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,01b6d7e8f0884deb936a8a7f15dba895,6,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,01b6d7e8f0884deb936a8a7f15dba895,558,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,01b6d7e8f0884deb936a8a7f15dba895,558,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01b6d7e8f0884deb936a8a7f15dba895,582,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,01de69b5edab4b89859ea8a7214ba35a,108,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01de69b5edab4b89859ea8a7214ba35a,360,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01e09d713abe4a36a70a33fe4b40534e,426,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,01e09d713abe4a36a70a33fe4b40534e,504,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01e57718fc6b49b2875a9c02b32905b1,606,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01e8739670a042b3877f8e843bdf55a7,186,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01e8739670a042b3877f8e843bdf55a7,612,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01e91c5bc14148b2a4de0ce819e4c500,426,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,01ef4c6618b64334a15914ff9963eaac,384,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,01ef4c6618b64334a15914ff9963eaac,504,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01f33ff554d0443a9841adfd66d253f6,378,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,01f46a5191424005af436cdf48a5da7c,12,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01f46a5191424005af436cdf48a5da7c,384,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,01f663b988964a4caca8b19abecb551d,336,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,01f663b988964a4caca8b19abecb551d,474,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,01ff6c5d8d014dbd8c120e2b43a065ea,186,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,01ff6c5d8d014dbd8c120e2b43a065ea,444,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,01ff6c5d8d014dbd8c120e2b43a065ea,606,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,0200f61c69da4c2ea078842cdaf234e6,90,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,0200f61c69da4c2ea078842cdaf234e6,228,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,0200f61c69da4c2ea078842cdaf234e6,450,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,0200f61c69da4c2ea078842cdaf234e6,534,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,0200f61c69da4c2ea078842cdaf234e6,684,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,020354b1aea342cbaa018993f68fba68,666,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,0206e1388c34454caba2b7fce3123943,0,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,0206e1388c34454caba2b7fce3123943,414,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,020be6e9805649858595dfbaab15ccd7,312,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,020be6e9805649858595dfbaab15ccd7,570,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
